Pubmed_id	Target gene_species_scientific	Target gene_name	Target gene_Refseq_acc	Target site_number	miRNA_species	miRNA_mature_ID	miRNA_regulation	Reporter_target gene/region	Reporter link element	Test_method_inter	Target gene mRNA_level	Original description	Mutation_target region	Post mutation_method	Original description_mutation_region	Target site_position	miRNA_regulation_site	Reporter_target site	Reporter link element	Test_method_inter_site	Original description_inter_site	Mutation_target site	Post mutation_method_site	Original description_mutation_site	Additional note
16940181	Homo sapiens	NCOA3	NM_181659	2	Homo sapiens	hsa-miR-17				{Western blot}{Western blot}	{unchanged}	{As expected, AIB1 mRNA levels were unaffected by Mir-17-5p (Fig. 2A), although Northern blotting (Fig. 2A) and real-time PCR (data not shown) revealed that AIB1 mRNA was sharply reduced by cotransfection of an AIB1- specific short interfering RNA (siRNA) molecule. }				656	{overexpression by mature miRNA transfection}{underexpression by siRNA transfection}			{Prediction}	{In contrast, AIB1 protein levels decreased substantially after treatment with Mir-17-5p, as shown by Western blotting (Fig. 2B) and by pulse-labeling (Fig. 2C); the reduction level was comparable to that using AIB1-specific siRNA, which occasionally decreased AIB1 protein to almost undetectable levels (data not shown).}{To further examine the function of Mir-17-5p, we tested whether the levels of endogenous Mir-17-5p in HeLa cells could be reduced by using synthetic siRNA targeted to the Mir-17-5p precursor. We selected HeLa cells for their high expression of endogenous mature Mir-17-5p. The intracellular levels of Mir-17-5p decreased significantly after treatment with Mir-17-5p-specific siRNA (Fig. 2D). As expected, the levels of endogenous AIB1 protein increased in the presence of Mir-17-5p-specific siRNA, whereas mutant siRNA did not affect the expression of Mir-17-5p or AIB1 protein (Fig. 2E). These results suggest that synthetic Mir-17-5p suppresses the expression of AIB1, primarily at the level of translation.}				
16675453	Homo sapiens	AGTR1	NM_032049	1	Homo sapiens	hsa-miR-155	overexpression by miRNA precursor transfection	luciferase	{3'UTR}	{radioreceptor binding assays}	{unchanged}	{To investigate whether miR-155 targeted hAT1R mRNA for degradation, real-time PCR experiments were performed on RNA isolated from transfected hPFB cells. These data demonstrated that cells transfected with miR-155 did not significantly decreasehAT1R steady statemRNAlevels (Fig. 3B).}				1432	{overexpression by miRNA precursor transfection}		{3'UTR}	{activity assay}	{Therefore, hPFBs were transfected with the appropriate miRNAs, and AT1R levels were quantitated by performing radioreceptor binding assays. AT1R binding assays demonstrated that only hPFBs transfected with miR-155 showed a significant reduction in the expression of hAT1Rs (48.3 _ 6.2%) compared with controls (Fig. 3A).}		{Luciferase activity assay}		
17178851	Homo sapiens	TCL1A	NM_021966	1	Homo sapiens	hsa-miR-29b				{Western blot}						925	{overexpression by mature miRNA transfection}			{N/A}	{We cotransfected this construct with miR-29b,miR-181b, and pre-miR negative control (scramble) into 293 cells as indicated in Fig. 2B. These experiments revealed that coexpression of Tcl1 with miR-29 and miR-181 significantly decreased Tcl1 expression (Fig. 2B, lane 2 and 4 versus lanes 1 and 3). }				
17178851	Homo sapiens	TCL1A	NM_021966	1	Homo sapiens	hsa-miR-181b				{Western blot}						1154	{overexpression by mature miRNA transfection}			{N/A}	{We cotransfected this construct with miR-29b,miR-181b, and pre-miR negative control (scramble) into 293 cells as indicated in Fig. 2B. These experiments revealed that coexpression of Tcl1 with miR-29 and miR-181 significantly decreased Tcl1 expression (Fig. 2B, lane 2 and 4 versus lanes 1 and 3). }				
17110380	Homo sapiens	ERBB2	NM_004448	1	Homo sapiens	hsa-miR-125a-5p	overexpression by mature miRNA transfection	luciferase	{3'UTR}	{Western blot}	{changed}	{As shown in the Western blots of Fig. 2B, ERBB2 protein levels were reduced to 40 and 65% that of control (SKBR3-puro) levels in SKBR3-125a and SKBR3-125b cells, respectively, whereas ERBB3 protein levels were reduced to 60 and 80% that of control levels, respectively, after loading normalization by _-actin levels.}				4050	{overexpression by mature miRNA transfection}		{3'UTR}	{activity assay}	As shown in the Western blots of Fig. 2B, ERBB2 protein levels were reduced to 40 and 65% that of control (SKBR3-puro) levels in SKBR3-125a and SKBR3-125b cells, respectively, whereas ERBB3 protein levels were reduced to 60 and 80% that of control levels, respectively, after loading normalization by _-actin levels.		{Luciferase activity assay}		
17110380	Homo sapiens	ERBB3	NM_001982	1	Homo sapiens	hsa-miR-125a-5p	overexpression by mature miRNA transfection	luciferase	{3'UTR}	{Western blot}	{changed}	{As shown in the Northern blots of Fig. 2A, ERBB2 transcript levels in the SKBR3-125a and SKBR3-125b cells were 52 and 80%, respectively, of SKBR3-puro control levels after loading normalization by glyceraldehyde-3-phosphate dehydrogenase (GAPDH) mRNA levels. Likewise, ERBB3 mRNA levels in SKBR3-125a and SKBR3-125b cells were 67 and 90%, respectively, that of SKBR3-puro control levels after normalization.}				4248	{overexpression by mature miRNA transfection}		{3'UTR}	{activity assay}	{As shown in the Western blots of Fig. 2B, ERBB2 protein levels were reduced to 40 and 65% that of control (SKBR3-puro) levels in SKBR3-125a and SKBR3-125b cells, respectively, whereas ERBB3 protein levels were reduced to 60 and 80% that of control levels, respectively, after loading normalization by _-actin levels.}		{Luciferase activity assay}		
17110380	Homo sapiens	ERBB2	NM_004448	1	Homo sapiens	hsa-miR-125b	overexpression by mature miRNA transfection	luciferase	{3'UTR}	{Western blot}	{changed}	{As shown in the Northern blots of Fig. 2A, ERBB2 transcript levels in the SKBR3-125a and SKBR3-125b cells were 52 and 80%, respectively, of SKBR3-puro control levels after loading normalization by glyceraldehyde-3-phosphate dehydrogenase (GAPDH) mRNA levels. Likewise, ERBB3 mRNA levels in SKBR3-125a and SKBR3-125b cells were 67 and 90%, respectively, that of SKBR3-puro control levels after normalization.}				4050	{overexpression by mature miRNA transfection}		{3'UTR}	{activity assay}	{As shown in the Western blots of Fig. 2B, ERBB2 protein levels were reduced to 40 and 65% that of control (SKBR3-puro) levels in SKBR3-125a and SKBR3-125b cells, respectively, whereas ERBB3 protein levels were reduced to 60 and 80% that of control levels, respectively, after loading normalization by _-actin levels.}		{Luciferase activity assay}		
17110380	Homo sapiens	ERBB3	NM_001982	1	Homo sapiens	hsa-miR-125b	overexpression by mature miRNA transfection	luciferase	{3'UTR}	{Western blot}	{changed}	{As shown in the Northern blots of Fig. 2A, ERBB2 transcript levels in the SKBR3-125a and SKBR3-125b cells were 52 and 80%, respectively, of SKBR3-puro control levels after loading normalization by glyceraldehyde-3-phosphate dehydrogenase (GAPDH) mRNA levels. Likewise, ERBB3 mRNA levels in SKBR3-125a and SKBR3-125b cells were 67 and 90%, respectively, that of SKBR3-puro control levels after normalization.}				4248	{overexpression by mature miRNA transfection}		{3'UTR}	{activity assay}	{As shown in the Western blots of Fig. 2B, ERBB2 protein levels were reduced to 40 and 65% that of control (SKBR3-puro) levels in SKBR3-125a and SKBR3-125b cells, respectively, whereas ERBB3 protein levels were reduced to 60 and 80% that of control levels, respectively, after loading normalization by _-actin levels.}		{Luciferase activity assay}		
16828749	Homo sapiens	HDAC4	NM_006037	1	Mus musculus	mmu-miR-140	overexpression by siRNA transfection	luciferase	{3'UTR}	{Western blot}						4508	{overexpression by siRNA transfection}		{3'UTR}	{GFP-Western blot}	{We analysed the level of HDAC4 by Western blot after transfecting 3T3 cells with siRNA-140 or a non-specific siRNA. Fig. 2B shows that the control siRNA did not affect the level of HDAC4 but siRNA-140 significantly downregulated the accumulation of HDAC4 protein, confirming that it is indeed a target of miR-140, at least in vitro.}		{Luciferase activity assay}		
16260724	Rattus norvegicus	RICS_predicted	XM_236020	1	Rattus norvegicus	rno-miR-132	overexpression by miRNA precursor transfection	luciferase	{target site}	{Western blot}{Western blot}	{unchanged}	{Because we did not observe an miR132-induced reduction in p250GAPmRNA(data not shown), we suggest that miR132 regulates p250GAP by a translational block.}				6200	{overexpression by miRNA precursor transfection}{underexpression by anti-miRNA oligonucleotides}		{target site}	{activity assay}	{Overexpression of miR132 reduced levels of p250GAP-GFP whereas miR1-1 did not (Fig. 6B). Furthermore, miR132 specifically reduced endogenous p250GAP levels in primary neurons (Fig. 6C), confirming that p250GAP is a target of miR132 in vivo.}{To examine the specificity of miR132 regulation of p250GAP protein expression, we blocked miR132 function in primary neurons by using an antisense 2_O-methyl oligoribonucleotide.We found that this sequence-specific miRNA inhibitor increased levels of the p250GAP-GFP and endogenous p250GAP,whereas a sense strand 2_O-methyl oligoribonucleotide did not (Fig.6DandE).}				
17404574	Homo sapiens	MCL1	NM_021960	1	Homo sapiens	hsa-miR-29b	overexpression by miRNA precursor transfection	luciferase	{target site}	{Immunofluorescence}{Western blot}						2523	{overexpression by miRNA precursor transfection}{overexpression by miRNA precursor transfection}		{target site}	{activity assay}	{Immunofluorescence demonstrated decreased Mcl-1 reactivity in mir-29b-transfected cells (Figure 3c).}{Similarly, KMCH cells transfected with the mir-29b expression plasmid p29b had reduced Mcl-1 protein by Western blot (Figure 3d).}				
17363372	Homo sapiens	TPM1	NM_001018005	1	Homo sapiens	hsa-miR-21	overexpression by miRNA precursor transfection}{downregulation by anti-miRNA oligonucleotide	luciferase	{3'UTR}{3'UTR}	{Western blot}						1239	{underexpression by anti-miRNA oligonucleotides}		{3'UTR}{3'UTR}	{activity assay}{activity assay}	{Therefore, we tested these three genes by cloning their UTRs into a luciferase reporter. Interestingly, Western blot analysis of the tumor samples also indicated that the endogenous TPM1 was increased in the anti-mir-21-treated tumors by almost 2-fold (Fig. 1, C and D).}		{Luciferase activity assay}{Luciferase activity assay}		
17220301	Homo sapiens	NF2	NM_181833	1	Homo sapiens	hsa-let-7a	overexpression by miRNA precursor transfection}{downregulation by anti-miRNA oligonucleotide	luciferase	{target site}{target site}	{Western blot}						4363	{underexpression by anti-miRNA oligonucleotides}		{target site}{target site}	{activity assay}{activity assay}	{The results corresponded to those observed in vitro with an increase in basal expression of p-Stat-3 and decrease in NF2 in Mz-IL-6 xenografts when compared with control cell xenografts (Fig.8A). Intratumoral administration of anti-let-7a increased NF2 and decreased p-Stat-3 expression in Mz-IL-6 xenografts in vivo (Fig. 8, B and C).}		{Luciferase activity assay}{Luciferase activity assay}		
17297439	Homo sapiens	E2F3	NM_001949	1	Homo sapiens	hsa-miR-34a	overexpression by mature miRNA transfection	luciferase	{target site}	{Western blot}						4200	{overexpression by miRNA precursor transfection}		{target site}	{activity assay}	{Western blot analysis of SK-N-AS cells transfected with miR-34a showed a significant reduction in E2F3 protein in cells overexpressing miR-34a, confirming that miR-34a targets E2F3 mRNA (Figure 4b)}		{Luciferase activity assay}		
17360662	Mus musculus	unknown	unknown	1	Mus musculus	mmu-miR-192						{We then confirmed that exogenous miR-192 (Mimic) can reduce endogenous SIP1 mRNA expression (Fig. 4F), suggesting that miR-192 reduces the expression of its target SIP1 most likely via mRNA degradation.}{We then confirmed that exogenous miR-192 (Mimic) can reduce endogenous SIP1 mRNA expression (Fig. 4F), suggesting that miR-192 reduces the expression of its target SIP1 most likely via mRNA degradation.}				unknown				{N/A}					There is no information of the target gene in NCBI.
15504739	Homo sapiens	MAPK7	NM_139034	NA	Homo sapiens	hsa-miR-143	NA	NA	NA	{Western blot}						NA	{underexpression by anti-miRNA oligonucleotides}		NA	NA	{However, of the miR-143 targets proposed by Lewis et al. (4), only antibodies for ERK5/BMK1 were commercially available. Levels of ERK5 protein in normal adipocytes were compared with adipocytes that had been treated with miR-143 ASO before induction of differentiation. After 7 or 10 days of differentiation, the level of ERK5 protein, normalized to G3PDH levels, was 2-fold higher in the miR-143 ASO-treated cells (Fig. 4).}		NA		
15944709	Homo sapiens	E2F1	NM_005225	NA	Homo sapiens	hsa-miR-20a	NA	NA	NA	{Western blot}		Co-transfection of these plasmids with miR-17-5p or miR-20a antisense oligonucleotides, but not scrambled oligonucleotides, enhanced expression of the sensor constructs, indicating inhibition of these miRNAs (Fig. 4a). Because of nucleotide similarity between miR-17-5p and miR-20a, both were inhibited by antisense oligonucleotides directed against either miRNA. Transfection with miR-17-5p and miR-20a antisense oligonucleotides, but not scrambled oligonucleotides, resulted in an approximately fourfold increase in E2F1 protein levels without altering E2F1 mRNA abundance (Fig. 4b, c).				NA	{underexpression by anti-miRNA oligonucleotides}		NA	NA	{Co-transfection of these plasmids with miR-17-5p or miR-20a antisense oligonucleotides, but not scrambled oligonucleotides, enhanced expression of the sensor constructs, indicating inhibition of these miRNAs (Fig. 4a). Because of nucleotide similarity between miR-17-5p and miR-20a, both were inhibited by antisense oligonucleotides directed against either miRNA. Transfection with miR-17-5p and miR-20a antisense oligonucleotides, but not scrambled oligonucleotides, resulted in an approximately fourfold increase in E2F1 protein levels without altering E2F1 mRNA abundance (Fig. 4b, c).}		NA		
15806104	Mus musculus	Jak2	NM_008413	NA	Mus musculus	mmu-miR-375	NA	NA	NA	{activity assay}						NA	{overexpression by siRNA transfection}	{luciferase}	NA	NA	{[assessed from the table in the paper]}		NA		
15806104	Mus musculus	C1qbp	NM_007573	NA	Mus musculus	mmu-miR-375	NA	NA	NA							NA			NA	NA			NA		
15806104	Mus musculus	Usp1	NM_146144	NA	Mus musculus	mmu-miR-375	NA	NA	NA							NA			NA	NA			NA		
